"<p>
Ljubljana 1864: Freiwillige sammeln sich, um Maximilian, dem Bruder des Kaisers, als Soldaten in Mexiko zu dienen. Sowohl Maximilian als auch die Rekruten – im slowenischen Volksmund „Mexikaner“ geannt – lassen sich mit falschen Erwartungen auf ein gefährliches Vorhaben ein. Während sich die insgesamt 6000 Freiwilligen noch auf die Überfahrt vorbereiten und den harten militärischen Drill ertreagen müssen, gehen Maximilian und seine Frau Charlotte bereits inn Vera Cruz an Land. „Diesen Boden betretend drücke ich meine Hochachtung vor dem Volke aus, dessen Geschicke ich fortan lenken werde.“ Diese salbungsvollen Worte spricht der „Kaiser von Mexiko“ beim offiziellen Empfang.
<br /><br />
Auch die freiwilligen Rekruten sind optimistisch: „...wenn wir zurück sind in sechs Jahren, sind wir große Herren...“, freut sich Ivan, ein schmächtiger Bauernbursch, der sich für den sechsjährigen Dienst meldet – ebenso seine Freunde. Darunter Anton „Tone“ Brus, dessen Vorgeschichte Band 1 der Comicreihe <i style=""font-style:italic;"">Die Mexikaner</i> von <span class=""fett"">Marijan Pušavec</span> und <span class=""fett"">Zoran Smiljanić</span> erzählt. Laibach, der zweite von insgesamt fünf Teilen, ist aber auch verstehbar, ohne den ersten Band gelesen zu haben. Pušavec und Smiljanić veröffentlichten u. a. In der Wochenzeitung <i style=""font-style:italic;"">Mladina</i> (die man als slowenisches Pendant zu Profil bezeichnen könnte) politische Comics. Wunderbar aus dem Slowenischen übersetzt hat Erwin Köstler, der immer wieder auch slowenische Ausdrücke, oft Lehnwörter, stehenlässt, wie etwa <i style=""font-style:italic;"">Ajsenpohn</i> (Eisenbahn) oder <i style=""font-style:italic;"">Furmani</i> (Fuhrmänner).
<br /><br />
Abwechselnd zeigt der Comic Geschenisse um Maximilian und um Tone, wobei die Zeichnungen farblich variieren. Des „Kaisers“ Farben sind Beige, Hellbraun und Azurblau, die der Rekruten und ihrer Umgebung Graubraun und Giftgrün, scharlchrot ihre Uniformhosen. Im Gegensatz zu vielen Comics, die Historisches oft recht trocken zeigen, wirkt <i style=""font-style:italic;"">Die Mexikaner</i> fast wie ein Actionfilm. Die „rauhe Wirklichkeit“ wird auch sehr rauh dargestellt.
</p>","Augustin 481, 5/2019",2019-04-23
"<p>
In <span class=""fett"">Jannis Mallouchos</span>‚ Buch <i style=""font-style:italic;"">Der Gesang der Okeaniden</i>, das bereits 2017 im österreichischen Verlag bahoe books erschienen ist, lernen wir Bakunin von einer anderen, sagen wir musikalischen, Seite kennen.
<br /><br />
Der Gesang der Okeaniden. Der Titel ist der einen oder dem anderen vielleicht aus dem Buch <i style=""font-style:italic;"">Buch der Lieder</i> von <span class=""fett"">Heinrich Heine</span> bekannt. Zu finden dort in <i style=""font-style:italic;"">Die Nordsee, zweiter Zyklus</i>. Aber zurück zu Bakunin und seiner besonderen Beziehung zur Musik.
<br /><br />
Dem eigentlichen Buch wird ein Zitat von Bakunin vorangestellt, aus welchem sich bereits die Ehrfurcht herauslesen lässt, mit der der grandiose Theoretiker der Musik begegnet.
<br /><br />
„Die Musik allein hat einen Platz in der gegenwärtigen Welt, gerade weil sie nichts Bestimmtes zu sagen den Anspruch hat, und nur die allgemeine Stimmung, die große schmerzliche Sehnsucht ausspricht, welche in der Gegenwart herrscht, und deshalb muss sie auch eine große, tragische Kunst sein.“
<br /><br />
Im Buch selbst gehen wir als LeserInnen mit auf den Weg Michail Bakunins. Immer unter dem musikalischen Gesichtspunkt. Wir lernen seine Bekannten und FreundInnen kennen, die mit der Musik verbandelt sind. Wir erfahren für welche Musik und welche Komponisten etc. er schwärmte und nehmen Teil an spannenden Begegnungen aus Bakunins zweifelsfrei bewegtem Leben, wie zum Beispiel das Aufeinandertreffen mit Wagner während des Dresdner Maiaufstandes 1849.
<br /><br />
Hinzu kommen die mehr als interessanten Briefwechsel aus denen sich abermals die besondere Wirkung von Musik auf Bakunins Denken herauskristallisiert. Musik als Ausdruck von politischem Verständnis.
<br /><br />
Der Gesang der Okeaniden ist ein informatives Buch, dass (leider) nicht unbedingt die leichteste Kost ist. Kein Buch für nebenbei, sondern eines, dass die volle Aufmerksamkeit benötigt und vor allem verdient.
</p>","Pretty in Noise, 4/19",2019-04-05
"<p>
Frühjahr 1945. Es sind die letzten Kriegstage in Europa, kurz vor der Befreiung durch die Alliierten und der Kapitulation Nazi-Deutschlands. In dieser ""Endphase"" intensiviert sich noch einmal die Gewalt, werden von NS-Truppen und Wehrverbänden brutalste Verbrechen gegen die Zivilbevölkerung begangen. Die Graphic Novel ""Peršmanhof. 25. April 1945"" erinnert an das Massaker am gleichnamigen Bauernhof in Kärnten/Koroška, als elf Menschen, darunter sieben Kinder, vom Bataillon eines SS- und Polizeiregiments ermordet werden.<br /><br />
Zuvor finden sich an jenem Tag etliche Partisan*innen am Peršmanhof ein, der ein wichtiger Stützpunkt des antifaschistischen Widerstands im Süden Österreichs ist. Der Sieg über die Nazis ist zum Greifen nah, voller Vorfreude wird ein großes Fest vorbereitet. Am Hof, bewirtschaftet von den Familien Sadovnik und Kogoj, leben vor allem Frauen und Kinder, die die Partisan*innen unterstützen – Ana Sadovnik, genannt Anci, damals zehn Jahre alt, ist eine von ihnen. Sie steht im Mittelpunkt dieses Comics, der nicht nur von den erschütternden Ereignissen von damals, sondern auch vom Überleben und schwierigen Weiterleben in einer Gesellschaft erzählt, die sich bis heute im Vergessen der NS-Vergangenheit übt.<br /><br />
Das Peršman-Verbrechen, das symbolisch für die Unterdrückung und Verfolgung der Minderheit der kärntner-slowenischen Bevölkerung steht, blieb ungesühnt: 1949 wurde das Verfahren gegen die Beschuldigten eingestellt, zu einer Anklage kam es nie. Heute ist der Peršmanhof Museum und Gedenkstätte. Mit dem Comic wird seinen einstigen Bewohner*innen ein berührendes zeichnerisches Denkmal gesetzt.
</p>","Missy Magazine, 03/19",2019-05-20
"<p>
Mit <i style=""font-style:italic;""> Angola Janga</i> ist dem Brasilianer Marcelo D’Salete nach elf Jahren Recherche ein Meisterwerk gelungen: In ausdrucksstarken, kontrastreichen Schwarz-Weiß-Bildern erzählt er von afrikanischen Sklav*innen, die Ende des 16. Jahrhunderts aus portugiesischer Gefangenschaft im Nordosten Brasiliens in die Berge von Pernambuco flohen und dort ihr Leben in Freiheit und das von ihnen errichtete unabhängige »Klein Angola« mit Orten mit bis zu 6.000 Bewohner*innen über knapp 100 Jahre hinweg gegen wiederholte Angriffe von Bandeirantes im Dienste des portugiesischen Kolonialismus verteidigten. 
<br /><br />
<i style=""font-style:italic;""> Eine Geschichte von Freiheit</i> setzt ein mit Soares’ Flucht von einer Zuckerplantage; sein Leben und seine Entwicklung bilden die Grundstruktur des nicht linear erzählten Werkes. Neben Soares spielen weitere Charaktere eine wichtige Rolle in D’Saletes <i style=""font-style:italic;""> Angola Janga</i>, darunter die Könige Zumbi, an dessen Verrat und Ermordung der am 20. November in Brasilien begangene »Black Consciousness Day« erinnert, sowie Ganga Zumba, der mit den Portugiesen einen Friedensvertrag schloss, welcher zur Spaltung der Schwarzen Gemeinschaft führte; außerdem der Kollaborateur Zona, die Kriegerin Andala und der weiße Deserteur Joaquim. D’Salete nutzt diese verschiedenen Charaktere, um ein vielstimmiges und facettenreiches Bild von <i style=""font-style:italic;""> Angola Janga</i> zu zeichnen: Keine dieser Figuren ist ausschließlich gut oder böse; sie werden in ihrer Menschlichkeit, Fehlbarkeit und Unvollkommenheit dargestellt. 
<br /><br />
Wiederkehrende Elemente der 430 Seiten umfassenden monumentalen Graphic Novel sind das Spinnennetz »Ananse Ntontan« sowie die Punkte und gewundenen Linien der »Sona« – Symbole, die ihren Ursprung in Ghana bzw. bei den hauptsächlich im Nordosten Angolas lebenden Chokwe haben. Zum ersten Mal taucht die Sona am Anfang, während Soares’ Flucht, als Wegweiser auf – um am Ende des Werkes erneut diese Funktion einzunehmen: Im letzten der elf Kapitel, dem wie immer ein Zitat aus einer zumeist zeitgenössischen Quelle, d. h. aus einem Schriftstück der Kolonisatoren, vorangestellt ist, nähert sich D’Salete aus dem Universum dem Planeten Erde, zoomt auf Südamerika, Brasilien und schließlich in eine heruntergekommene Gasse São Paulos. Dort sitzt ein mutlos wirkendes Schwarzes Mädchen, das ein an die Sona erinnerndes gesplittertes Loch in der Straße entdeckt. Sie fällt in dieses Loch ... und erscheint wieder als Dara, eine Sklavin, die noch lange nach dem verlorenen Krieg gegen die Bandeirantes von der Freiheit träumt und der es schließlich gelingt, sich aus der Gefangenschaft zu befreien. 
</p>","Comic-Ausstellung, Linke Buchtage 05/2019",2019-05-17
"<p>
Der Wiener Politikwissenschaftler und Sozial- und Kulturanthropologe Thomas Schmidinger ist vor allem als Sachbuchautor (»Der Kampf um den Berg der Kurden«, »Kosovo. Die Entstehung eines Parastaates«) bekannt geworden. In <span class=""fett"">»Schlingelschleim und Schleimdaheim«</span> erzählt er eine schöne Geschichte von einer Braunschneckenfamilie, die im Komposthaufen von Bäuerin Gertrude wohnt. Schnecken können bekanntlich das Geschlecht wechseln und so ist es für die Schneckenkinder ein besonderer Spaß, sich jeden Tag einen neuen Jungs- oder Mädchenvornamen zu geben. Salatköpfe anfressen macht auch Spaß, nur Bäuerin Gertrude platzt der Kragen, also kauft sie vier Enten. Jetzt wird es gefährlich für Schneckenkind Luca, das sich mit knapper Not in das Haus der Gehäuseschnecke Pulpo retten kann. Prompt verlieben sich die bei- den ineinander, Papamama Schneck jedoch ist empört: Nacktschnecken und Gehäuseschnecken gehören nicht zusammen. Aber irgendwann begreift er/sie, dass Vorurteile nicht nur dumm, sondern auch gefährlich sind, besonders, wenn es die Ente auf einen abgesehen hat. 
</p>","Neues Deutschland, 1./2. 6. 2019",2019-06-01
"<p>

Einen ganz anderen Zugang zur Gedanken- und Gefühlswelt von Kindern eröffnet die preisgekrönte Bildgeschichte <span class=""fett"">»Zenobia«</span> der dänischen Autoren Morten Dürr und Lars Horneman. Ein namenloses Mädchen wird auf ein überladenes Flüchtlingsschiff gebracht, um dem Krieg zu entkommen. Bei einem Sturm geht das Mädchen über Bord und versinkt im Meer. Bilder schießen ihr durch den Kopf, von der Mutter, mit der sie Verstecken spielt, die ihr das Kochen beibringt und von Zenobia erzählt, an der sie sich ein Beispiel nehmen soll. Zenobia ist eine altsyrische Kriegerkönigin, die vor nichts und niemandem Angst hat und sich in der Männerwelt behauptet. Die Eltern gehen in die Stadt – und werden nicht zurückkehren, der Onkel flieht mit dem Mädchen aus dem Kriegsgebiet. Für beide reicht das Geld für die Überfahrt nicht, so trennen sie sich. In ruhigen, meist zweifarbigen Bildern und sparsamem Text wird die Geschichte des Mädchens erzählt, ohne Effekthascherei und deshalb umso eindringlicher. Poetischer und einfühlender kann man Kindern die realen Schrecken von Krieg, Flucht und Vertreibung nicht vermitteln. Die Geschichte 
wirkt lange nach und ist als ein Baustein zur Herzensbildung (frei nach Goethe) unbedingt zu empfehlen.
</p>","Neues Deutschland, 1./2. 6. 2019",2019-06-01
"<p>

Etwas ältere Leserinnen und Leser werden sich von <span class=""fett"">»Verdad«</span>, einer grafisch sehr eigenwilligen, faszinierenden Bildgeschichte der italienischen Zeichnerin Lorena Canottiere, gefangen nehmen lassen können. »Verdad« heißt auf Spanisch »Wahrheit«, das ist auch der Name der Titelheldin, deren Abenteuer im Spanien der 1930er Jahre beginnt. Auf den ersten Seiten wird der Leser in die Kämpfe republikanischer Einheiten gegen die Franco-Faschisten hineingezogen. Die junge Verdad wird von einer Granate verletzt, ihr Arm muss am- putiert werden. Fast übergangslos wechselt die Geschichte zu dem unehelichen Kind Verdad, das bei der Großmutter in der erzkatholi- schen, muffigen Enge eines Dorfes lebt. Um die Mutter muss ein Geheimnis sein, die Großmutter verflucht sie als Schlampe, weil sie sich einer Gruppe angeschlossen hat, die in einer Gemeinschaft in Monte Veritá lebt. Jahre später kommt sie zurück in das Dorf. Die Bewohner verschwinden nach und nach auf mysteriöse Weise. Das scheint verbunden mit der Geschichte einer anderen Frau, die dort selbstbestimmt, aber von den Dörflern geschnitten, mit ihrem Freund. Als dieser stirbt, nimmt ei- ne Unglücksserie ihren Anfang. Und dann gibt es noch einen legendären Fuchs, der zum stillen Gefährtenwird. Verdad kämpft. Gegen die Faschisten, gegen die Frauenfeindlichkeit in den eigenen Reihen, gegen das Gefühl, mit ihrem amputierten Arm nur eine halbe Frau zu sein. Und gegen die Erkenntnis, dass der Krieg auch die Guten zu Schuldigen macht. Nach der Niederlage der Republikaner muss Verdad über die Grenze fliehen, vielleicht nach Monte Veritá, der radikalsozialistischen Utopie, die es tatsächlich gab, die u.a. Ernst Bloch, Erich Mühsam und Hermann Hesse aufsuchten. Die Erzählung ist anspruchsvoll, in rot-grün-gelbdominierter Pastellschraffur gehalten und ab 14 Jahren geeignet. 
</p>","Neues Deutschland, 1./2. 6. 2019",2019-06-01
"<p>
""Der Hund wedelt mit dem Schwanz, doch plötzlich beißt er..."" Tata mahnt zur Vorsicht, als ihm Zona vom Friedensangebot der Portugiesen erzählt, die im 17. Jahrhundert über Brasilien herrschen. Für die Kolonialherren müssen afrikanische Sklaven Zuckerrohr anbauen. Wie Tata und Zona fliehen Tausende von den Plantagen. Sie gründen Quilombos, freie Siedlungen in den Wäldern von Palmares im Nordosten des Landes. Nach einem ihrer Herkunftsländer trägt das Gebiet bald den Namen Angola Janga, Klein-Angola. Mehrfach scheitern die Portugiesen, es zu erobern. Schließlich unterbreiten sie den Geflohenen ein Abkommen. Können die Palmaristas ihnen trauen?
<br /><br />
Der afrobrasilianische Künstler Marcelo D’Salete wertet das portugiesische Angebot als Versuch der Spaltung. In seiner neuen Graphic Novel ""Angola Janga"" erzählt er, wie sich in Palmares zwei Lager bilden: Zumbi, ein Anführer, und seine Gefährten lehnen den Vertrag ab. Aus Misstrauen, aber auch weil er nicht ihnen allen Freiheit gewähren würde. Ganga Zumba, der König von Angola Janga, ist des Kämpfens und Fliehens müde. Er geht 1678 für seinen Quilombo Cacaú auf den Vorschlag der Portugiesen ein. Unter den Palmaristas wachsen die Spannungen.
<br /><br /><span class=""fett"">
Rassismus gilt in Brasilien als weitverbreitet</span>
<br /><br />
D’Salete, geboren 1979, gehört zu den bedeutendsten brasilianischen Comicautoren. Der Illustrator und Kunstlehrer hat in São Paulo Grafikdesign, Bildende Künste und Kunstgeschichte studiert. Sein erster Comic erschien 2008. Schon darin befasst er sich mit der Sklaverei in Brasilien. Dort leben heute mehr Menschen afrikanischer Abstammung als in jedem anderen Land außerhalb Afrikas – über 50 Millionen. Rassismus gilt dennoch als weit verbreitet. Die Mehrheit der Afrobrasilianer fristet ein Dasein in Armut. D’Saletes Werk beschreibt einen Teil ihrer Geschichte, hauptsächlich aus Sicht ihrer Vorfahren. Auf Deutsch war bisher nur die Graphic Novel ""Cumbe"" erhältlich. Die englischsprachige Ausgabe erhielt 2018 einen Eisner Award, einen der wichtigsten US-Comic-Preise.
<br /><br />
Auch in ""Angola Janga"" sorgt D’Saletes schwarzweiße, naive Grafik mit schöner Bildsprache für dichte, oft unheilvolle Stimmung. Für das Epos hat der Künstler elf Jahre zum Freiheitskampf der Palmaristas recherchiert. Viele Akteure treten auf. Ihre Geschichten führen durch die Handlung. Ebenso zwingen viele Rückblenden gelegentlich zum Zurückblättern, um den Überblick zu wahren. Dabei helfen noch Einschübe historischer Quellen und der ausführliche Anhang. Trotz der komplexen Erzählweise packt die intensive, bedrückende Story um Unterdrückung, Intrigen und Buschkrieg. Freiheit ist kein Selbstläufer. 
</p>","Badische Zeitung, 4. 6. 2019",2019-06-04
"<p>
Immer wieder muss man sich verdeutlichen, dass Ereignisse, wie sie in „Der letzte Weg“ beschrieben werden, Tatsachen sind. Dass es so geschah, dass sich hier bei uns und an Orten, die wir heute in wenigen Stunden erreichen können, genau das ereignete, was uns jetzt so unwirklich, so undenkbar erscheint.
<br /><br />
Die blicklosen Augen, die Fatzinek seinen Figuren zeichnet, tragen ihren Teil zur Verbildlichung des Grauens bei. Blicklose Augen in konturlosen Gesichtern stehen hier für zwei sehr unterschiedliche Charakterisierungen:
<br /><br />
Bei den Deutschen und ihren Handlangern ist es die Kälte, die Dummheit, die Unmenschlichkeit, die sich darin ausdrückt.
<br /><br />
Bei den Juden, den Opfern der Nazis und bei den wenigen Deutschen und Österreichern, die sich der Ideologie des Hasses widersetzten, ist es die Angst, die Gewissheit, selbst dem Tod geweiht zu sein, die Hoffnungslosigkeit, aber auch bei einigen wenigen der Wille, sich gegen das unvermeidbar erscheinende Schicksal zu wehren.
<br /><br />
Dieses Buch berichtet über den Weg zweier junger Frauen in Polen, während der Besetzung durch die Nazis. Es sind die Monate und Jahre in einem Land, das völlig der Willkür ausgeliefert ist; nicht nur durch die Besatzer, sondern auch durch die Antisemiten im eigenen Land – die, die gestern noch Nachbarn, Arbeitskollegen, Mitschüler waren, lassen heute ihrem Hass auf die Juden ungehemmten Lauf.
<br /><br />
(Heute würde man in Polen wegen so einer Beschreibung wahrscheinlich angeklagt werden, denn die National-Populisten, die an der Regierung sind, weisen ja jede Mitwirkung von Polen an antisemitischen Übergriffen während dieser Zeit empört zurück)
<br /><br />
In der „Der letzte Weg“ stehen vor allem zwei Themen im Mittelpunkt:
Das perfide Spiel der Nazis, das diese mit den Juden, die sie zuvor in Ghettos zusammengepfercht hatten, spielten. Für die Nazis waren diese Ghettos nichts anderes als Lager für billige Arbeitskräfte, Sklaven, die keinen Wert hatten, zugleich auch Zwischenstationen auf dem Weg in die Vernichtungslager. Diejenigen, denen man in den Ghettos die Verantwortung übertragen hatte, die so genannten Judenräte, glaubten hingegen allzu oft daran, durch Kooperation mit den Nazis das Leben von vielen Juden retten zu können, indem sie wenige opferten. Es funktionierte nie und dieses „Spiel“ wiederholte sich an vielen Orten in Polen; am Ende stand immer der Tod.
<br /><br />
Das andere Thema ist dieser ebenso unerklärliche wie unausrottbare Hass auf Juden. Antisemitismus gab es vor den Nazis, er wurde nur von diesen Verbrechern auf ein neue, zuvor undenkbare Ebene der Brutalität gehoben. Und es gab und gibt diesen Antisemitismus auch nach den Nazis – viele Juden überlebten zwar die Nazizeit, wurden dann aber Opfer der einheimischen Bevölkerung.
<br /><br />
Chaika Grossman und Chasia Bornstein Bielicka haben die ersten Massaker an Juden in Białystok überlebt und unterstützen nun die im dortigen Ghetto leben Juden mit dem Schmuggel von benötigten Gütern und Waffen. Sie sorgen aber auch für die Übermittlung von Nachrichten aus dem und in das Ghetto und halten die Verbindung zu Untergrundorganisationen. Es ist die Biographie dieser beiden Frauen in den Jahren 1941-1944, die Thomas Fatzinek für diesem Band recherchiert und aufgezeichnet hat.
<br /><br />
Die Bildsprache, die Szenen, die abgebildet sind, das Dunkel dieser Jahre, das sich nicht nur in den Schwarz/Weiß-Zeichnungen spiegelt, sondern auch im Ausdruck der Figuren: „Der letzte Weg“ fasst das Wissen, das wir von dieser Zeit haben, auf wenigen Seiten in bedrückender und erschreckender Weise zusammen, es ist ein komprimierter Auszug aus Jahren des Grauens.
<br /><br />
PS: Wenige Menschen gab es damals, die den Mut aufbrachten, den Juden zu helfen. Einer davon war der Feldwebel Anton Schmid, dessen Leben von Manfred Wieninger in „Die Banalität des Guten“ beschrieben wurde. Schmid, so wie viele andere dieser Helfer, überlebten ihre Mut nicht. Er war einer der Helfer der beiden Frauen in Białystok .
<br /><br />
PPS: … und die dummen, braunen Recken dürfen heute, im Schutz unsere demokratischen Grundrechte, wieder ihre ekelhaften Parolen verbreiten und dürfen Fahnen schwingend durch die Straßen marschieren…
</p>","LiteraturBlog Steyr, 23. 5. 2019",2019-05-23
"<p>
Ein neues Buch unter dem Titel „Kosovo - Geschichte und Gegenwart eines Parastaates“ ist im Verlag bahoe books in Wien erschienen. Der Autor ist der linksstehende Politikwissenschaftler Thomas Schmidinger, er lehrt an der Universität Wien, sowie an verschiedenen Fachhochschulen in Vorarlberg und Oberösterreich. Mit dem Buch zu Kosova ist dem Autor ein ziemlich guter und lesenswerter Beitrag zur Geschichte und Gegenwart Kosovas gelungen. Das Buch hat eine historische Einleitung und räumt mit vielen Legenden und Mythen auf. Schon seit langer Zeit stellen die Albaner die Mehrheit der Bevölkerung dar. Schmidinger zitiert u.a. länger aus den Schriften von Leo Trotzki zu den Balkankriegen kurz vor Beginn des 1. Weltkrieges. Trotzki und andere Autoren beschrieben eindrucksvoll die Massenmorde welche damals von den serbischen Nationalisten und Tschetniks in Kosova begangen wurden. Der Autor berichtet auch breit über die großserbische Unterdrückung in Kosova in der Zwischenkriegszeit. Im Buch finden sich viele Beispiele für Maßnahmen, um in Kosova die ethnische Zusammensetzung der Bevölkerung zu verändern. Die serbische Kolonisierungspolitik wird nachgezeichnet. Bis hin zur Denkschrift von Prof. Dr. Vasa Cubrilovic „DIE VERTREIBUNG DER ALBANER Denkschrift, vorgelegt am 7 März 1937 in Belgrad“. Nach Cubrilovic reichte die Kolonialisierung Kosovas nicht aus, sondern die Albaner müssten systematisch vertrieben werden. Das hat der Autor sehr anschaulich einem deutschen Lesepublikum zugänglich gemacht.
<br /><br />
<span class=""fett"">Teile und herrsche</span>
<br /><br />
Nach der Besetzung Jugoslawiens 1941 versuchten die deutschen und italienischen Faschisten sich als „Befreiungsbesatzer“ aufzuspielen. Genau beschreibt der Autor wie die albanische Sprache legalisiert wurde und es plötzlich Schulen für Albaner in Kosova gab. Dadurch war der Widerstand in Kosova gegen den Faschismus im Vergleich zu Albanien anfangs relativ gering. Es gelang den Besatzern sogar eine SS Division Skanderbeg mit knapp 8.000 Mitgliedern aufzustellen. Viele faschistische Kollaborateure in Regierungsfunktionen wie Rexhep Mitrovica oder Xhaver Deva in Albanien kamen aus Kosova. Leider versäumt der Autor die Konferenz von Bujan im Gjakova Gebirge zum Jahresende 1943 zu erwähnen. Dort wurde den Albanern das Selbstbestimmungsrecht zugesichert wenn sie sich am antifaschistischen Widerstand beteiligten. Das Dokument u.a. unterschrieben von Fadil Hoxha und Miladin Popovic führte auch in Kosova zu einer starken Partisanentätigkeit. Gegen Ende des Krieges gab es in Kosova wesentlich mehr Partisanen als Kollaborateure.
<br /><br />
<span class=""fett"">Geschichte</span>
<br /><br />
Thomas Schmidinger beschreibt die Benachteiligung der Albaner und Albanerinnen im alten „Tito Jugoslawien“. Er benennt zutreffend unterschiedliche Phasen dieser Unterdrückung. Von der Ära Rankovic bis hin zum autonomen Status Kosovas zwischen 1974 bis 1989. Ganz wesentlich ist für Schmidinger, um den Konflikt zu verstehen, ist die Aufhebung der Autonomie Kosovas. In dem Buch wird besonders der Widerstand der Arbeiter in Trepca und generell der Arbeiterwiderstand gegen Milosevic gewürdigt. Die LDK wird korrekt als „ friedliche Partei“ der alten Funktionsträger des Regimes mit der Aushängefigur Rugova beschrieben. Für Schmidinger war die Gründung der UCK eine notwendige Folge der gescheiterten Politik von Rugova. Etwas zu einfach macht es sich der Autor mit der Orientierung der UCK. Nach Schmidinger war die UCK die „ erste Guerilla welche auf eine ausländische Intervention setzte.“ Das entspricht nicht ganz der Wahrheit. Der Kommandant Fehmi Ladrovci gab dem Sender BBC im Jahr 1996 ein Interview, indem er „ Europa eine alte Hure“ nannte. Auch Adem Demaci ( bis 1999 politischer Sprecher der UCK) und sein damaliger Sekretär Albin Kurti, wurden bewusst von der Konferenz in Rambouillet ferngehalten. Sie galten als eigenständige Köpfe. Statt dessen tauchte der bis dahin weitgehend unbekannte Hashim Thaci als Verhandlungsführer in Rambouillet auf. Wahr ist hingegen die Feststellung des Autors, dass bis 1999 der entschiedenste Widerstand von links her gegen Milosevic ( als Enverismus Anlehnung an Enver Hoxha) in Kosova kam.
<br /><br />
<span class=""fett"">Aktualität</span>
<br /><br />
Der Buchautor stellt immer wieder die UN Resolution 1244 welche Kosova als Bestandteil Jugoslawiens bis heute definiert zur Disposition. Der Autor ist gegen die ethnische Teilung Kosovas und für die gleichen Rechte aller Personen unabhängig von ihrer Nationalität. Er lehnt den Athisaari Plan welcher nach Schmidinger die „ethnische Teilung Kosovas vertieft“ ab. Mit guten Argumenten wendet er sich gegen die Instrumentalisierung der Serben in Kosova durch den serbischen Staat. Genau wird in dem Buch die faktische ethnische Teilung Kosovas am Beispiel Nord Kosova und der geteilten Stadt Mitrovica dargelegt. Der Autor beschreibt das Schicksal der Roma und anderer Minderheiten „um die sich keine staatliche Macht kümmert“
<br /><br />
<span class=""fett"">Schmidinger kritisiert EULEX und die UNMIK</span>
<br /><br />
Den internationalen Strukturen UNMIK und EULEX stellt Schmidinger in dem Buch ein sehr schlechtes Zeugnis aus. Teilweise betrachtet er diese Missionen als Teil des Problems. Die Ökonomie Kosovas wird nach Schmidinger von einer“ kriminellen Mafia“ welche oftmals identisch mit den politischen Funktionären ist beherrscht. Er beschreibt diese Mafia- Ökonomie als „ Weg zur Marktwirtschaft“ wie in vielen anderen Ländern Osteuropas. Dabei wird in dem Buch aufgezeigt wie „ gut sich die albanische Mafia mit der serbischen Mafia versteht“. Schmidinger benennt die Massenarmut in Kosova. Die Privatisierungswelle wird vom Autor kritisiert. Sie führte u.a dazu Kohlevorkommen, an die Firma eines ehemaligen NATO Generals zu verhökern. Als wirkliche Hoffnung für die breite Masse des Volkes benennt Schmidinger die „Bewegung für Selbstbestimmung“ VV und ihren „ charismatischen Anführer Albin Kurti“. Er meint dass nur durch eine durchgreifende Umwandlung der Strukturen wie sie im Programm von VV vorkommen „ die Lage zu meistern sei“. Ansonsten befürchtet der Autor die -hinwendung zur Türkei oder gar zum islamischen Fundamentalismus. Schmidinger zeichnet genau nach wie viel Geld religiöse und wahabitische Einrichtungen in Kosova investierten. Den islamischen Fundamentalismus benennt Schmidinger als Gefahr obwohl in Kosova die Islamisten um Ramiz Kelmendi nur 1% der Stimmen bei der letzten Wahl erhielten. Dennoch wenn die Lage sozial dermaßen desaströs bleibt ist das eine reale negative Option


</p>","Kosova Aktuell-Blog, 16. 6. 2019",2019-06-16
