978-3-903022-32-4,Undercover,"Sie brechen das Gesetz. Sie schlafen mit dem Feind. Sie schwängern politisch aktive Frauen, damit sie in der Bewegung glaubwürdiger wirken. Dieses Buch der beiden Guardian-Journalisten Rob Evans und Paul Lewis erzählt die Geschichte des Undercover-Einsatzes von verdeckten Ermittlern gegen Protestbewegungen der letzten 40 Jahre in Grossbritannien und dokumentiert ihre skrupellosen Vorgangsweisen, Methoden und Techniken.

«Revolutionäre Zeiten riefen nach revolutionären Lösungen. Der radikale Plan war nichts weniger als ein neues Konzept der Polizeiarbeit. Beamte des Special Branch sollten sich in Aktivisten verwandeln und mehrere Jahre mit ihrer falschen Identität leben. Während der gesamten Zeit der verdeckten Ermittlungen würden sie keine Uniformen tragen und überhaupt keinen Fuss in ein Kommissariat setzen, ausser natürlich, falls sie in ihrer Rolle als Aktivisten verhaftet werden würden. Dann würden sie sich schreiend, tretend und in Handschellen abführen lassen. Die verdeckten Ermittler würden mit falschen Ausweisen ausgestattet sein, ihre Haare lange wachsen lassen und mit einem radikalen politischen Milieu verschmelzen, um mit Informationen über sämtliche Verschwörungen zurückzukommen.»",288,undercover_cover.jpg,2016,16.00,politics,0
978-3-903022-56-0,Nieder mit den Restaurants,"Eine illustrierte Einführung in die Funktionsweise moderner Restaurants: Elend, Stress, Entfremdung und Fadesse formen den Widerstand der Angestellten gegen ihre Arbeitsbedingungen.

Vor einem antikapitalistischen Hintergrund mischt diese unterhaltsame Graphic Novel Analyse, persönliche Erfahrungen und einen Aufruf zur Militanz mit fantastischen Zeichnungen.",66,nieder_mit_den_restaurants_cover.jpg,2017,7.80,politics,0
978-3-903022-52-2,Das virtuelle Reich,"Einige Firmen wie Google und Facebook, die vor fünfzehn Jahren noch nicht einmal existierten, stellen heute die mächtigsten Oligarchien des weltweiten, digitalen Kapitalismus dar. Der Internetzugang bildet das Gerüst, seine täglich bis zu drei Milliarden Nutzer die Belegschaft. Die neue digitale Technologie ist heute bereits ein fixer Bestandteil des Alltags, sie leitet und kontrolliert alle Aspekte des sozialen Lebens, vom Arbeitsplatz bis zu den Tempeln des Konsums.


Eine neue und kaum spürbare Unterwerfung des virtuellen Menschen entsteht durch die naive Verbreitung von Nachrichten, Fotos, Selfies und Wünschen auf Plattformen und sozialen Netzwerken. Der virtuelle Mensch trägt durch seine eigene Praxis zur Stärkung der Herrschaft des neuen Reiches bei.


Dieses Buch reflektiert gesellschaftliche Veränderungen, zeigt wie diese Oligarchie und diese neue Technologie unsere Vorstellungskraft im Sinne des ökonomischen Profits und der sozialen Kontrolle begrenzt und kolonialisiert. Wir kennen die längerfristigen Folgen dieses neuen Entwicklungsschrittes der kapitalistischen Produktionsweise noch nicht. Stattdessen scheint es uns notwendig, die Praktiken zur Entkolonialisierung unserer Fantasie zu verbreiten.",144,das_virtuelle_reich_cover.jpg,2017,15.00,politics,0
978-3-903022-79-9,Winter is coming,"Diese Welt ist unglaublich zäh und wir manchmal müde, vom Anrennen gegen die immer gleichen Bedingungen. Doch dann weht plötzlich der Wind eine neue Melodie herüber und wärmt unsere Herzen. So war es im letzten Frühling, als aus dem Nichts eine neue Bewegung in Frankreich entstand, die auf den Straßen Einzug hielt. Neue, unverbrauchte Parolen erklangen und in einigen wenigen, glückseligen Momenten wechselte die Angst die Seite. Winter is coming versammelt Texte und Reportagen, lässt die ProtagonistInnen der Geschehnisse zu Wort kommen und zeichnet in einer umfangreichen Chronologie sowohl die Bewegung gegen die „Reform“ der Arbeitsgesetze (loi travail) als auch die Geschehnisse nach dem Tod von Adama Traoré und der Misshandlung von Théo nach, jene zwei jungen Männern aus den Vorstädten, welche das Pech hatten, in die Fänge rassistischer Polizisten zu geraten.


Der Band versucht einen kurzen Bogen zur Situation in der BRD nach den Aktionen gegen den G20-Gipfel in Hamburg zu spannen und wird durch eine Webseite mit umfangreichen Videomaterial begleitet – weil Bilder manchmal immer noch mehr als tausend Worte sagen, seien sie aus der Schanze oder aus Bobigny.",144,winter_is_coming_cover.jpg,2018,14.00,politics,0
978-3-903022-83-6,Grauzone,"Ostukraine, im Jahr 2018. Der Donbass ist ein Industriegebiet, das zum Kriegsgebiet geworden ist. Die Konfliktparteien trennt eine 450 Kilometer lange Frontlinie. Sie spaltet Familien, Freundschaften und zuweilen ganze Städte. Der schmale Streifen zwischen den festgefahrenen Stellungen wird von den Anrainern „Graue Zone“ genannt. In einer sprichwörtlichen Grauzone leben diese Menschen, ohne zu wissen, was der morgige Tag bringt.

Der Fotograf Florian Rainer und die Journalistin Jutta Sommerbauer dokumentieren in Grauzone – Eine Reise zwischen den Fronten im Donbass die Geschichten von Menschen aus dem Kriegsgebiet. Fragen nach der persönlichen Verortung in diesem Konflikt, der Bewahrung von Individualität und den Perspektiven für die Zukunft haben die beiden auf ihrer Recherche geleitet. Grauzone ergründet die neuen Realitäten, die die militarisierte Grenze schafft. Jenseits von Kriegsklischees wird erfahrbar, was das Leben in der Grauzone eines ungelösten Konflikts bedeutet. Improvisation, Stillstand und Ungewissheit, Angst und Melancholie bestimmen das tägliche Leben, aber auch menschliches Durchhaltevermögen und verhaltene Hoffnung, die sich meist aus den kleinen Dingen des Alltags speist.",224,grauzone_cover.jpg,2018,24.00,politics,0
978-3-903290-04-4,Landraub,"In der Landfrage verknüpfen sich die zentralen «Bereiche» der gesellschaftlichen Naturverhältnisse wie Ernährung, Mobilität, Wohnen, Energie. In ihrer künstlerischen und theoretischen Arbeit beschreiben Doujak und Barker, dass Landraub kein neues Phänomen ist, sondern vielmehr eine historisch spezifische Ausprägung eines Prozesses, indem die gesellschaftliche Nutzung von Natur untrennbar mit kolonialen und post-kolonialen Verhältnissen von Macht, Herrschaft und Ausbeutung verknüpft ist. Der Zugang zu Land und die Kontrolle darüber sind Ausdruck dieses Prozesses, und nicht erst das Ergebnis von globalen Nahrungsmittelpreiskrisen, Klima- und Finanzkrisen. Anhand von zitierten Aussagen von «Landgrabbern» die 1603 beginnen und 2017 enden, werden die seit Jahrhunderten währende Enteignung und Vertreibung von ländlichen Armen auf der ganzen Welt durch die Elite und unterschiedliche Aspekte des Themenkomplexes beleuchtet und anhand einer Serie von Plakaten dargestellt.

Mit Texten von Ines Doujak, John Barker und George Caffentzis, 58 Farbtafeln und einem Einlegeplakat.",120,landraub_cover.jpg,2019,29.00,politics,0
978-3-903290-23-5,Sudan,"Fast 30 Jahre nach dem erfolgreichen Militärputsch einer Gruppe Offiziere, die einer politisch-islamischen Bewegung nahestanden, wurde der sudanesische General Umar al-Bashir im April 2019 nach monatelangen Protesten von der Armee abgesetzt. Die neuen Militärmachthaber gingen jedoch erneut blutig gegen die von Gewerkschaften, Frauen, Jugendlichen und marginalisierten Bevölkerungsgruppen getragenen Proteste vor. Schließlich zwangen der anhaltende Widerstand und die Streiks den Transitional Military Council (TMC) zum Machtverzicht zugunsten einer zivilen Übergangsregierung. Seither befindet sich der Sudan in einem Prozess der Demokratisierung, dessen Ausgang bislang offen ist.


Dieses Buch beschreibt nicht nur die Revolution von 2019, sondern auch die Entwicklung der sudanesischen Staatlichkeit, die Geschichte von drei Revolutionen und Diktaturen, die Abspaltung des Südsudan 2011, den Krieg in Darfur und die Kämpfe um die Partizipation marginalisierter Gruppen. Es bietet einen Einblick in die historischen, politischen und ökonomischen Grundlagen der aktuellen Entwicklung des Landes.",274,sudan_cover.jpg,2020,24.00,politics,0
978-3-903290-33-4,Virenregime,"Die von der Covid-19-Pandemie ausgelöste Krise hat weltweit zu unterschiedlichen politischen und gesellschaftlichen Konsequenzen geführt. Dieses Buch stellt eine Zwischenbilanz aus progressiver und internationaler Perspektive dar: Was bedeutet diese Krise für Arbeitende, für SchülerInnen, Frauen oder Pflegekräfte? Welche sozialen Gegensätze verschärfen sich und wer wird für die Krise zahlen? Was sagt die Krise über unsere Gesundheits- und Sozialsysteme aus? Wo sind Rechtsstaat und Demokratie gefährdet und wo bietet die Krise auch eine Chance für Demokratisierung und ein neues Nachdenken über ökologische und soziale Fragen? Und was geschah in Ischgl?

Der Sammelband beinhaltet Beiträge von Rami Ali, Alicia Allgäuer, Brigitte Aulenbacher, Johann Bacher, Ulrich Brand, Ingrid Brodnig, Oscar Vega Camacho, Nina Carlsson, Isolde Charim, Fabiana Ellmerer, Ali Fathollah-Nejad, Codruța Filip, Marijana Grandits, Julius Gruber, Heide Hammer, Katrin Hasengruber, Rebecca Kampl, Heiko Khoo, Mary Kreutzer, Cengiz Kulac, Anand Kumar, Ismail Küpeli, Dunja Larise, Ramona Lenz, Hanna Lichtenberger, Eldar Mamedov, Dominika Meindl, Rubina Möhring, Robert Moosbrugger, Alfred J. Noll, Andreas Novy, Babsi Ordinaireteur, Walter Ötsch, Karl Pfeifer, Bert Preiss, Sebastian Reinfeldt, Conny Reuter, Francesco Ronchi, Christian Schafferer, Oliver Scheiber, Elisabeth Schimpfössl, Thomas Schmidinger, Hansjörg Seckauer, Ania Skrzypek, Jutta Sommerbauer, Christine Stelzer-Orthofer, Verena Stern, Dennis Tamesberger, Laeticia Thissen, Peter Tschmuck, Meropi Tzanetakis, Nelli Tügel, Anna Ulrich, Wolf-Dieter Vogel, Gregor Wakounig, Josef Weidenholzer, Carlos R. Winckler, Ruth Wodak, Stefanie Wöhl und Iris Woltran.",486,virenregime_cover.jpg,2020,24.00,politics,0
978-3-903290-65-5,Klimasoziale Politik,"Aus einer kritischen sozialwissenschaftlichen Perspektive beleuchten die AutorInnen dieses Sammelbandes, wie eine radikale Verbesserung der Lebensverhältnisse durch eine klimasoziale Politik aussehen kann. Von den menschlichen Grundbedürfnissen nach Gesundheit und einer schönen Wohnung, nach Mobilität und einem guten Einkommen ausgehend, werden konkrete Maßnahmen vorgeschlagen, um eine sozial gerechte und ökologisch nachhaltige Gesellschaft aufzubauen. Wie wir zu so einer Gesellschaft kommen, wird in den nächsten Jahren ein sehr umstrittenes und drängendes Thema werden.

Dieses Buch vereint Beiträge, die Wege aus der ökologischen und sozialen Sackgasse aufzeigen, es definiert die grundsätzlichen Begriffe, bildet verschiedene Zugänge ab und beschreibt nüchtern und ohne Alarmismus die jetzt notwendigen politischen Schritte.",256,klimasoziale_politik_cover.jpg,2021,17.00,politics,0
978-3-903290-69-3,Tausend kleine Traurigkeiten,"Die Zentralisierung von Entscheidungsprozessen und der Abbau der Demokratie ist eine globale Tendenz im Kapitalismus. Eine treibende Rolle spielen dabei politisch instrumentalisierte Massenmedien, die nicht der Wahrheit verpflichtet sind, sondern ihren Geldgebern.

Der Schriftsteller Daniel Wisser gilt als einer der profiliertesten literarischen Kritiker der türkisen Ausprägung dieses Phänomens. Nun erhebt er seine Stimme gegen diesen Zeitgeist, um nicht einmal vor den Trümmern unseres Landes stehen und sagen zu müssen: „Was hätt’ ma denn machen sollen?“ Viele bezeichnen unsere Lage als alternativlos. Alternativlos ist das neue „Was hätte man denn machen sollen?“ In der Politik ist aber nichts alternativlos. Die inflationäre Verwendung des Wortes alternativlos in der politischen Kommunikation verrät die Demokratiefeindlichkeit, von der wir befallen sind.",242,,2022,19.00,politics,1
978-3-903022-12-6,Aneignung,"Die im Jahr 1830 geborene Lehrerin Louise Michel nimmt 1871 als bewaffnete Kämpferin an der Pariser Kommune teil, nach deren blutiger Niederschlagung folgen Verurteilung und Verbannung nach Neukaledonien. Sie organisierte dort einen anti-kolonialen Aufstand und kehrte nach einer Amnestie 1880 nach Paris zurück. Durch zahlreiche Vorträge und ihre aktive Parteinahme für die Rechte der ArbeiterInnen und Frauen wird sie zu einer der bekanntesten Vertreterinnen des Anarchismus. Sie überlebt einen Mordanschlag, wurde von der Justiz verfolgt und zwangs-psychiatrisiert. Nach ihrem Tod 1904 begleiteten sie über 120.000 Menschen auf ihrem letzten Weg zum Friedhof. Neben ihren Memoiren liegt nun auch ihr politisches Vermächtnis, ihre letzte Rede, auf Deutsch vor. Sie wurde schon 1890 verfasst, und 1904 bei ihrer letzten Vortragstour durch Algerien und Frankreich gehalten. Der zweite Teil des Bandes widmet sich der Rezeption der Pariser Kommune nach 1960 mit Beispielen von Guy Debord, Henri Lefebvre, Raoul Vaneigem und Andy Merrifield.",98,aneignung_cover.jpg,2013,7.90,literature,0
978-3-903022-11-9,Mai 68,"Die Studentenunruhen in Frankreich 1968 führten zu Strassenschlachten, Repression und einem Generalstreik, dem sich über neun Millionen Arbeiter und Angestellte anschlossen. Maurice Brintons atemloser Erlebnisbericht über diese Tage erzählt von den wilden Demonstrationen, von originellen Aktionen wie die Besetzung des französischen Fussballverbandes, von den Slogans an den Wänden der Uni und der zögerlichen Annäherung zwischen Studierenden und Arbeitern. Auch die Methoden der Unterdrückung mit Hilfe der Polizei, aber auch der PCF (der kommunistischen Partei Frankreichs) werden analysiert. Eine schnelle Einführung in einen zentralen Moment der französischen Geschichte des 20. Jahrhunderts, eine Erdung des Mythos 1968, der bis heute als zentraler Anknüpfungspunkt für widerständige, soziale Bewegungen gilt.",96,mai_68_cover.jpg,2014,7.90,literature,0
978-3-903022-20-1,Carbona,"Carbonia ist eine 1938 am Reissbrett entworfene Mono-Stadt im wilden Landesinneren der Mittelmeerinsel Sardinien. Sie wurde zum Zwecke der Kohleförderung geplant und errichtet und galt als ein Musterprojekt des faschistischen Italiens. Nach dem 2. Weltkrieg wuchs die Stadt auf 60.000 Einwohner an. In den 1950ern folgten einige harte Streiks und Auseinandersetzungen zwischen den gut organisierten Kumpeln und der Firmenleitung. Mit der Zeit verlor die sardische Kohle jedoch an Bedeutung und sämtliche Minen wurden bis 1971 wieder geschlossen. Heute erinnert in Carbonia ein Bergbaumuseum an den Ursprung der Stadt. Nanni Balestrini setzt dieser Stadt und ihren Kämpfen ein literarisches Denkmal. Sein Roman Carbonia – Wir waren alle Kommunisten ist aber nicht nur eine lokale Geschichte oder ein Städteporträt, sondern eine Geschichte des 20. Jahrhunderts insgesamt. Erzählt wird sie anhand des Schicksals eines Arbeiters aus den Bergen Sardiniens, der im 2. Weltkrieg zur Marine eingezogen wird. Nach seiner Desertion beteiligt er sich an der Resistenza, wird von den Nazis verhaftet und landet als Zwangsarbeiter in einem Lager in Nord-Deutschland. Er erlebt die Befreiung, seine damit verbundenen Hoffnungen werden jedoch enttäuscht. So entsteht Wut und Zorn, nicht nur in der Person des Protagonisten, sondern unter den tausenden Bergwerkern, die unter ähnlich gefährlichen Bedingungen unter Tage schuften. Von den ersten militanten Streiks spannt Balestrini einen Bogen bis zur Entstehung der Autonomia Ende der 1960er Jahren und den Mietstreiks und Hausbesetzungen jener Jahre.",86,carbonia_cover.jpg,2016,8.80,literature,0
978-3-903022-21-8,Καρμπονία,"« … γιατί δεν υπάρχουν δύο δρόμοι αυτός είναι ο μόνος τρό- πος πάντα ήταν έτσι αυτό έχω μάθει από την εμπειρία μου σε όλους τους αγώνες που έχω δώσει στη ζωή μου όλα αυτά τα χρόνια διότι δύσκολα θα προθυμοποιηθούν να δώσουν πίσω όλα όσα έκλεβαν από εμάς καθημερινά τόσο καιρό γιατί έχου- με ωραία χαμόγελα και δεν υπάρχει τρόπος να διανοηθείς να κάνεις κάποια συμφωνία εδώ είμαστε ή εμείς ή αυτοί κι έτσι το ζήτημα είναι ποιος νικάει και ποιος χάνει είναι όπως σε όλους τους πολέμους η πλευρά που νικάει είναι αυτή που αγωνίζεται πιο σκληρά που φτάνει στα άκρα που χρησιμοποιεί ό,τι μέσα έχει χάσαμε σε πολλούς αγώνες και θα χάσουμε και σε άλλους αλλά σε κά- ποιους βγήκαμε νικητές και θα συνεχίσουμε να αγωνιζόμαστε επειδή είμαστε εμείς που στο τέλος πρέπει να νικήσουμε …»
",86,carbonia_greek_version_cover.jpg,2016,8.80,literature,0
978-3-903022-15-7,Manifesto #1.7,"Wer die Gesellschaft verändern will kommt um das Thema Mobilität nicht herum: Radlfahren ist absolut die Zukunft, soviel sollte seit Peak-oil, Klimawandel und Co klar sein. Nun geht es darum die Lust an selbstbestimmter Bewegung im Raum ideologisch so aufzuladen, wie es die Autoindustrie seit Jahrzehnten mit ihren Benzinschluckern macht, daran arbeitet die BLF. Oder: „wer mit dem auto fährt, kommt nie zurecht, wer sich nicht selbst antreibt, bleibt immer knecht!“, wie es im Manifesto treffend gereimt ist. Neben Gedichten, Liedern und staccatoartig vorgetragenen philosophischen Gedanken birgt dieses Büchlein auch einige künstlerische Fotomontagen, Aufkleber und ein Bild des originalen Rodeo-Bikes, eines Ringelspiels mit Pedalen, welches auf vielen Festen der Wiener Fahrrad-Community für Gaudeum und leider auch so manche Verletzung gesorgt hat.",96,blf_cover.jpg,2016,4.90,literature,0
978-3-903022-25-6,Tagebuch der Hölle,"Tagebuch der Hölle erzählt in autobiographischen Zügen die Geschichte der Komintern (1919–1943), der sowjetisch dominierten Nachfolgeorganisation der 1. Internationale und gehört zu den grossartigsten Schriften einer verlorenen Generation europäischer Revolutionäre. Jan Valtin interessiert sich schon in jungen Jahren für Politik und nimmt 1923 aktiv am Hamburger Aufstand teil. Danach reist er als agitierender Seemann auf den Weltmeeren und unterzieht sich 1925 einer Kaderschulung in Leningrad. Als Agent der Komintern koordiniert er weltweit Gewerkschaften der Matrosen und Seemänner. In den damaligen Zeiten vor der Erfindung des Luftverkehrs und des Internets ein Schlüsselfaktor zum Transport von Nachrichten, Propaganda, Waffen und Personen. Er übernimmt Aufträge zur Disziplinierung abtrünniger Parteigruppen und anderer Feinde der Sowjetunion und sitzt in der USA drei Jahre wegen Mordversuch im Gefängnis. Als er Anfangs der 1930er Jahre nach Deutschland zurückkehrt geht der Wirbel aber erst richtig los. Ein extrem mitreissendes und aufschlussreiches Zeitdokument über die Skrupellosigkeit und Unfähigkeit der Komintern, die zum Auslandsgeheimdienst der jungen UdSSR degradiert wurde. Ein Buch über den Aufstieg und den Machterhalt der NSDAP und über die Unfähigkeit der gesamten deutschen Linken etwas dagegen zu unternehmen. Ein herzzereissendes Epos, dass zeigt wohin die Abgabe politischer Verantwortung und Selbstständigkeit an eine zentrale Parteiinstanz führen kann und damit ein anti-autoritäres Buch im besten Sinne.",592,tagebuch_der_hoelle_cover.jpg,2016,16.90,literature,0
